timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_qd_0 target_qd_1 target_qd_2 target_qd_3 target_qd_4 target_qd_5 target_qdd_0 target_qdd_1 target_qdd_2 target_qdd_3 target_qdd_4 target_qdd_5 target_current_0 target_current_1 target_current_2 target_current_3 target_current_4 target_current_5 target_moment_0 target_moment_1 target_moment_2 target_moment_3 target_moment_4 target_moment_5 actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_current_0 actual_current_1 actual_current_2 actual_current_3 actual_current_4 actual_current_5 joint_control_output_0 joint_control_output_1 joint_control_output_2 joint_control_output_3 joint_control_output_4 joint_control_output_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5 actual_TCP_force_0 actual_TCP_force_1 actual_TCP_force_2 actual_TCP_force_3 actual_TCP_force_4 actual_TCP_force_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 target_TCP_speed_0 target_TCP_speed_1 target_TCP_speed_2 target_TCP_speed_3 target_TCP_speed_4 target_TCP_speed_5

6674.991999999999 2.118646307606494 -1.40281505794281 1.8805336864108488 -3.2781602887468964 -1.0854527922577866 -0.6706776974867843 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.5935680669899855e-17 -0.6888032370184852 -0.7120206035710825 -0.14332746956171996 0.01095256235976847 0.0 2.9763785537712544e-16 -7.933979533909596 -6.011726817990887 -0.5915825825461467 0.04546827222820569 0.0 2.1186532974243164 -1.4027751127826136 1.8805913925170898 -3.2782276312457483 -1.0854681173907679 -0.6706364790545862 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0583190992474556 -0.6168366074562073 -0.6588177680969238 -0.11301837861537933 0.13316026329994202 -0.025736859068274498 -0.0560760572552681 -0.6258087754249573 -0.660342812538147 -0.11525636911392212 0.13316026329994202 -0.017903901636600494 0.30000157289978285 -0.2000004327936368 0.3499767650215428 -1.6275606305626094 1.6276521689825958 -1.6275462625689476 0.0 0.0 0.0 0.0 0.0 0.0 3.1785153021582246 3.5037384018883975 2.585763539273649 0.0012743256703617346 0.34651986052364936 -0.9364378907213233 0.2999999999776341 -0.20000000000006898 0.34999999999209913 -1.6275987284298632 1.6275987284683486 -1.6275987284942297 0.0 0.0 0.0 0.0 0.0 0.0

6675.0 2.118646307606494 -1.40281505794281 1.8805336864108488 -3.2781602887468964 -1.0854527922577866 -0.6706776974867843 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.5935680669899855e-17 -0.6888032370184852 -0.7120206035710825 -0.14332746956171996 0.01095256235976847 0.0 2.9763785537712544e-16 -7.933979533909596 -6.011726817990887 -0.5915825825461467 0.04546827222820569 0.0 2.118617296218872 -1.4027631918536585 1.880615234375 -3.2782157103167933 -1.0854681173907679 -0.6706002394305628 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0605621412396431 -0.6280518174171448 -0.6496675610542297 -0.10742340981960297 0.13092228770256042 -0.021260883659124374 -0.0560760572552681 -0.6258087754249573 -0.6588177680969238 -0.11525636911392212 0.13316026329994202 -0.017903901636600494 0.2999953957449821 -0.20001297519816438 0.3499648770302769 -1.6275085655262154 1.6277458207615718 -1.6274888176838709 0.0 0.0 0.0 0.0 0.0 0.0 4.111308717388951 2.9796459296777913 2.4197386185990775 -0.0646065797470546 0.2738615673946637 -0.9369402836954452 0.2999999999776341 -0.20000000000006898 0.34999999999209913 -1.6275987284298632 1.6275987284683486 -1.6275987284942297 0.0 0.0 0.0 0.0 0.0 0.0

6675.008 2.118646307606494 -1.40281505794281 1.8805336864108488 -3.2781602887468964 -1.0854527922577866 -0.6706776974867843 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.5935680669899855e-17 -0.6888032370184852 -0.7120206035710825 -0.14332746956171996 0.01095256235976847 0.0 2.9763785537712544e-16 -7.933979533909596 -6.011726817990887 -0.5915825825461467 0.04546827222820569 0.0 2.1186654567718506 -1.4027274290667933 1.880603313446045 -3.27820331255068 -1.0854318777667444 -0.6706121603595179 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0493469275534153 -0.6258087754249573 -0.660342812538147 -0.11189938336610794 0.13204127550125122 -0.03021283447742462 -0.0560760572552681 -0.6258087754249573 -0.6588177680969238 -0.11525636911392212 0.13316026329994202 -0.022379877045750618 0.3000109046265653 -0.20000310277510944 0.3499558406422268 -1.6275582074830173 1.62767616490528 -1.6274097652088346 0.0 0.0 0.0 0.0 0.0 0.0 3.1647702370771573 3.0594689034419535 2.290345543327171 -0.012517102999823174 0.26438681789407625 -0.9158895223056972 0.2999999999776341 -0.20000000000006898 0.34999999999209913 -1.6275987284298632 1.6275987284683486 -1.6275987284942297 0.0 0.0 0.0 0.0 0.0 0.0

6675.016 2.118646307606494 -1.40281505794281 1.8805336864108488 -3.2781602887468964 -1.0854527922577866 -0.6706776974867843 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.5935680669899855e-17 -0.6888032370184852 -0.7120206035710825 -0.14332746956171996 0.01095256235976847 0.0 2.9763785537712544e-16 -7.933979533909596 -6.011726817990887 -0.5915825825461467 0.04546827222820569 0.0 2.1186654567718506 -1.4027870337115687 1.880603313446045 -3.278191391621725 -1.085480038319723 -0.6706603209124964 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0538330152630806 -0.6235657334327698 -0.6588177680969238 -0.12308932095766068 0.1365172564983368 -0.015665914863348007 -0.0560760572552681 -0.6258087754249573 -0.6572927236557007 -0.11637535691261292 0.13204127550125122 -0.02014188840985298 0.3000030373813309 -0.1999969057921031 0.3499735751786566 -1.6275965202888754 1.6276650184855914 -1.627514297916353 0.0 0.0 0.0 0.0 0.0 0.0 3.2997003481257345 3.1434683251528237 2.6391165773889838 -0.0057770841747156534 0.41741417561007 -0.9103089036444522 0.2999999999776341 -0.20000000000006898 0.34999999999209913 -1.6275987284298632 1.6275987284683486 -1.6275987284942297 0.0 0.0 0.0 0.0 0.0 0.0

6675.023999999999 2.118646307606494 -1.40281505794281 1.8805336864108488 -3.2781602887468964 -1.0854527922577866 -0.6706776974867843 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.5935680669899855e-17 -0.6888032370184852 -0.7120206035710825 -0.14332746956171996 0.01095256235976847 0.0 2.9763785537712544e-16 -7.933979533909596 -6.011726817990887 -0.5915825825461467 0.04546827222820569 0.0 2.1186773777008057 -1.4027631918536585 1.8805913925170898 -3.278191391621725 -1.085480038319723 -0.6706483999835413 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0583190992474556 -0.6258087754249573 -0.6572927236557007 -0.11189938336610794 0.1353982537984848 -0.017903901636600494 -0.0560760572552681 -0.6258087754249573 -0.6618678569793701 -0.11637535691261292 0.13092228770256042 -0.01678490824997425 0.3000081469227857 -0.1999977907909944 0.349969191475039 -1.6275920850991195 1.6276675646244059 -1.6274883459240448 0.0 0.0 0.0 0.0 0.0 0.0 3.6472800519764634 3.198210819417198 2.3708403099474866 -0.0524063681253978 0.33007313211988104 -0.9385436772456818 0.2999999999776341 -0.20000000000006898 0.34999999999209913 -1.6275987284298632 1.6275987284683486 -1.6275987284942297 0.0 0.0 0.0 0.0 0.0 0.0

6675.031999999999 2.118646307606494 -1.40281505794281 1.8805336864108488 -3.2781602887468964 -1.0854527922577866 -0.6706776974867843 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.5935680669899855e-17 -0.6888032370184852 -0.7120206035710825 -0.14332746956171996 0.01095256235976847 0.0 2.9763785537712544e-16 -7.933979533909596 -6.011726817990887 -0.5915825825461467 0.04546827222820569 0.0 2.1186654567718506 -1.4027631918536585 1.880603313446045 -3.27817947069277 -1.0854561964618128 -0.6706002394305628 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0583190992474556 -0.6235657334327698 -0.6679680347442627 -0.1197323426604271 0.1353982537984848 -0.03021283447742462 -0.0560760572552681 -0.6258087754249573 -0.660342812538147 -0.11525636911392212 0.13204127550125122 -0.017903901636600494 0.3000068646997086 -0.19999987096706873 0.34996491499346327 -1.6275405033330808 1.6276996816825864 -1.627430342665723 0.0 0.0 0.0 0.0 0.0 0.0 3.1815732052411025 3.557846483500337 2.315188091980497 0.015120021372491004 0.3376683103767005 -0.9532990221709541 0.2999999999776341 -0.20000000000006898 0.34999999999209913 -1.6275987284298632 1.6275987284683486 -1.6275987284942297 0.0 0.0 0.0 0.0 0.0 0.0

6675.04 2.118646307606494 -1.40281505794281 1.8805336864108488 -3.2781602887468964 -1.0854527922577866 -0.6706776974867843 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.5935680669899855e-17 -0.6888032370184852 -0.7120206035710825 -0.14332746956171996 0.01095256235976847 0.0 2.9763785537712544e-16 -7.933979533909596 -6.011726817990887 -0.5915825825461467 0.04546827222820569 0.0 2.1186294555664062 -1.4027751127826136 1.880627155303955 -3.27820331255068 -1.0854442755328577 -0.6706364790545862 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0493469275534153 -0.6190796494483948 -0.6588177680969238 -0.11637535691261292 0.13316026329994202 -0.012308932840824127 -0.0560760572552681 -0.6258087754249573 -0.660342812538147 -0.11301837861537933 0.134279265999794 -0.017903901636600494 0.2999977177230606 -0.2000058358157 0.3499644533369308 -1.6275591421373767 1.627696804387256 -1.6274739145344523 0.0 0.0 0.0 0.0 0.0 0.0 2.827620533498793 3.1434364993277586 2.604901159944023 -0.020171145175623652 0.4016242350609923 -0.8736160056992893 0.2999999999776341 -0.20000000000006898 0.34999999999209913 -1.6275987284298632 1.6275987284683486 -1.6275987284942297 0.0 0.0 0.0 0.0 0.0 0.0

6675.048 2.118646307606494 -1.40281505794281 1.8805336864108488 -3.2781602887468964 -1.0854527922577866 -0.6706776974867843 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.5935680669899855e-17 -0.6888032370184852 -0.7120206035710825 -0.14332746956171996 0.01095256235976847 0.0 2.9763785537712544e-16 -7.933979533909596 -6.011726817990887 -0.5915825825461467 0.04546827222820569 0.0 2.1186294555664062 -1.4027388731585901 1.880603313446045 -3.2781675497638147 -1.0854442755328577 -0.6706245581256312 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0538330152630806 -0.6258087754249573 -0.652717649936676 -0.10966140031814575 0.1376362442970276 -0.019022895023226738 -0.0560760572552681 -0.6258087754249573 -0.660342812538147 -0.11525636911392212 0.13316026329994202 -0.017903901636600494 0.3000030248577281 -0.20001453946086115 0.34995594981278333 -1.6275532589262522 1.6277387162488515 -1.6274102168020443 0.0 0.0 0.0 0.0 0.0 0.0 3.6817925114648045 2.993029302372143 2.445126133093817 -0.057580691273331645 0.3118024343750038 -0.9416588762908585 0.2999999999776341 -0.20000000000006898 0.34999999999209913 -1.6275987284298632 1.6275987284683486 -1.6275987284942297 0.0 0.0 0.0 0.0 0.0 0.0

6675.056 2.118646307606494 -1.40281505794281 1.8805336864108488 -3.2781602887468964 -1.0854527922577866 -0.6706776974867843 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.5935680669899855e-17 -0.6888032370184852 -0.7120206035710825 -0.14332746956171996 0.01095256235976847 0.0 2.9763785537712544e-16 -7.933979533909596 -6.011726817990887 -0.5915825825461467 0.04546827222820569 0.0 2.1186413764953613 -1.40271503130068 1.8805789947509766 -3.2782157103167933 -1.0854681173907679 -0.6706121603595179 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0515899695456028 -0.6258087754249573 -0.6572927236557007 -0.1197323426604271 0.13316026329994202 -0.017903901636600494 -0.0560760572552681 -0.6258087754249573 -0.660342812538147 -0.11525636911392212 0.13316026329994202 -0.017903901636600494 0.30000599596707245 -0.20001519620713787 0.34995950447181096 -1.6275364262346508 1.6277220103992234 -1.6274685165891443 0.0 0.0 0.0 0.0 0.0 0.0 3.334337656877948 2.971006503092704 2.548276687523762 -0.015062281207256247 0.368438657838386 -0.8944282998338488 0.2999999999776341 -0.20000000000006898 0.34999999999209913 -1.6275987284298632 1.6275987284683486 -1.6275987284942297 0.0 0.0 0.0 0.0 0.0 0.0

6675.063999999999 2.118646307606494 -1.40281505794281 1.8805336864108488 -3.2781602887468964 -1.0854527922577866 -0.6706776974867843 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.5935680669899855e-17 -0.6888032370184852 -0.7120206035710825 -0.14332746956171996 0.01095256235976847 0.0 2.9763785537712544e-16 -7.933979533909596 -6.011726817990887 -0.5915825825461467 0.04546827222820569 0.0 2.1186892986297607 -1.4027512709247034 1.880615234375 -3.27817947069277 -1.0854681173907679 -0.6706245581256312 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0493469275534153 -0.6213226914405823 -0.660342812538147 -0.11637535691261292 0.134279265999794 -0.024617865681648254 -0.0560760572552681 -0.6258087754249573 -0.660342812538147 -0.11525636911392212 0.13316026329994202 -0.017903901636600494 0.3000120697875277 -0.19999513396466206 0.3499574522758987 -1.627581596778834 1.6276905236440664 -1.6274077627095647 0.0 0.0 0.0 0.0 0.0 0.0 2.95737172537825 3.1720385732936633 2.505875708362096 0.002348028561484423 0.34163576753034536 -0.9081614341415108 0.2999999999776341 -0.20000000000006898 0.34999999999209913 -1.6275987284298632 1.6275987284683486 -1.6275987284942297 0.0 0.0 0.0 0.0 0.0 0.0

6675.072 2.118646307606494 -1.40281505794281 1.8805336864108488 -3.2781602887468964 -1.0854527922577866 -0.6706776974867843 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.5935680669899855e-17 -0.6888032370184852 -0.7120206035710825 -0.14332746956171996 0.01095256235976847 0.0 2.9763785537712544e-16 -7.933979533909596 -6.011726817990887 -0.5915825825461467 0.04546827222820569 0.0 2.1186892986297607 -1.4027989546405237 1.8806509971618652 -3.27820331255068 -1.085503880177633 -0.6706364790545862 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0560760572552681 -0.6280518174171448 -0.6649179458618164 -0.10406643152236938 0.1365172564983368 -0.03021283447742462 -0.0560760572552681 -0.6258087754249573 -0.6588177680969238 -0.11525636911392212 0.13316026329994202 -0.017903901636600494 0.3000041097711087 -0.19998710784231113 0.34996467777283513 -1.627584426798701 1.6276951899050596 -1.6274741841110747 0.0 0.0 0.0 0.0 0.0 0.0 3.4282083321121766 3.362230370761324 1.9308644552600618 -0.059357520337139306 0.21720499642138172 -0.972748109432161 0.2999999999776341 -0.20000000000006898 0.34999999999209913 -1.6275987284298632 1.6275987284683486 -1.6275987284942297 0.0 0.0 0.0 0.0 0.0 0.0

